X;Y;Z;R;G;B;viz100;viz50;viz100trees;treedist;t
559.585;23.489;-157.337;0.333;0.02;0.612;576;279;576;59.74;0
559.401;23.488;-160.331;0.376;0.016;0.624;637;289;637;56.765;0
559.216;23.486;-163.325;0.416;0.016;0.635;702;295;702;53.791;0
559.031;23.485;-166.32;0.431;0.016;0.639;728;298;728;50.82;0
558.846;23.484;-169.314;0.435;0.016;0.639;738;293;738;47.851;0
558.661;23.482;-172.308;0.455;0.012;0.647;783;284;782;44.887;0
558.477;23.481;-175.303;0.471;0.012;0.651;817;280;815;41.928;0
558.292;23.48;-178.297;0.482;0.012;0.655;864;287;862;38.975;0
558.107;23.478;-181.291;0.49;0.012;0.659;903;275;888;36.03;0
557.922;23.477;-184.285;0.506;0.016;0.655;1067;269;913;33.094;0
557.737;23.475;-187.28;0.765;0.247;0.494;1730;376;1150;30.171;0
563.873;23.496;-136.561;0.298;0.02;0.6;524;203;524;80.531;0
563.689;23.496;-139.556;0.29;0.02;0.6;511;228;511;77.549;0
563.504;23.496;-142.55;0.286;0.02;0.6;510;246;510;74.562;0
563.319;23.495;-145.544;0.286;0.02;0.6;510;262;510;71.574;0
563.134;23.493;-148.539;0.294;0.02;0.6;518;277;518;68.586;0
562.949;23.492;-151.533;0.294;0.02;0.6;517;294;517;65.599;0
562.765;23.491;-154.527;0.294;0.02;0.6;517;307;517;62.613;0
562.58;23.489;-157.522;0.341;0.02;0.616;585;320;585;59.628;0
562.395;23.488;-160.516;0.38;0.016;0.624;642;326;642;56.644;0
562.21;23.487;-163.51;0.416;0.016;0.635;701;329;700;53.662;0
562.025;23.485;-166.504;0.424;0.016;0.639;718;330;718;50.683;0
561.84;23.484;-169.499;0.42;0.016;0.635;708;305;708;47.706;0
561.656;23.483;-172.493;0.447;0.016;0.643;762;303;761;44.732;0
561.471;23.481;-175.487;0.459;0.012;0.647;794;299;793;41.761;0
561.286;23.48;-178.482;0.467;0.012;0.651;815;296;814;38.796;0
561.101;23.479;-181.476;0.482;0.012;0.655;860;291;844;35.836;0
560.916;23.477;-184.47;0.498;0.012;0.659;997;285;849;32.883;0
560.732;23.476;-187.465;0.741;0.224;0.51;1662;396;1085;29.94;0
566.868;23.496;-136.746;0.31;0.02;0.604;541;231;541;80.572;0
566.683;23.497;-139.741;0.298;0.02;0.6;524;258;524;77.582;0
566.498;23.497;-142.735;0.294;0.02;0.6;520;279;520;74.593;0
566.313;23.495;-145.729;0.298;0.02;0.6;522;296;522;71.604;0
566.128;23.494;-148.723;0.302;0.02;0.604;530;313;530;68.617;0
565.944;23.493;-151.718;0.302;0.02;0.604;527;330;527;65.63;0
565.759;23.491;-154.712;0.302;0.02;0.604;527;346;527;62.645;0
565.574;23.49;-157.706;0.349;0.02;0.616;598;355;598;59.662;0
565.389;23.489;-160.701;0.388;0.016;0.627;658;359;658;56.68;0
565.204;23.487;-163.695;0.424;0.016;0.639;719;362;718;53.7;0
565.02;23.486;-166.689;0.427;0.016;0.639;724;357;723;50.723;0
564.835;23.484;-169.684;0.42;0.016;0.635;706;325;705;47.748;0
564.65;23.483;-172.678;0.447;0.016;0.643;767;321;765;44.777;0
564.465;23.482;-175.672;0.459;0.012;0.647;789;316;788;41.81;0
564.28;23.48;-178.666;0.459;0.012;0.647;787;311;784;38.848;0
564.095;23.479;-181.661;0.475;0.012;0.651;829;305;814;35.893;0
563.911;23.478;-184.655;0.498;0.012;0.659;973;300;831;32.945;0
563.726;23.476;-187.649;0.718;0.208;0.522;1611;402;1045;30.008;0
569.862;23.496;-136.931;0.325;0.02;0.608;562;257;562;80.413;0
569.677;23.498;-139.925;0.31;0.02;0.604;538;283;538;77.434;0
569.492;23.497;-142.92;0.306;0.02;0.604;536;305;536;74.456;0
569.308;23.496;-145.914;0.306;0.02;0.604;536;325;536;71.479;0
569.123;23.494;-148.908;0.314;0.02;0.608;546;343;546;68.505;0
568.938;23.493;-151.903;0.31;0.02;0.604;542;362;542;65.533;0
568.753;23.492;-154.897;0.31;0.02;0.604;540;373;540;62.564;0
568.568;23.49;-157.891;0.361;0.02;0.62;616;381;616;59.597;0
568.384;23.489;-160.885;0.4;0.016;0.631;675;386;674;56.635;0
568.199;23.488;-163.88;0.431;0.016;0.639;728;393;727;53.676;0
568.014;23.486;-166.874;0.431;0.016;0.639;735;376;733;50.722;0
567.829;23.485;-169.868;0.427;0.016;0.639;723;341;722;47.774;0
567.644;23.484;-172.863;0.455;0.012;0.647;785;337;782;44.833;0
567.459;23.482;-175.857;0.463;0.012;0.647;797;333;791;41.901;0
567.275;23.481;-178.851;0.463;0.012;0.647;799;313;791;38.978;0
567.09;23.48;-181.846;0.475;0.012;0.651;837;321;818;36.069;0
566.905;23.478;-184.84;0.498;0.012;0.659;963;313;833;33.175;0
566.72;23.477;-187.834;0.714;0.204;0.525;1603;416;1055;30.302;0
572.856;23.496;-137.116;0.345;0.02;0.616;589;292;589;80.32;0
572.672;23.497;-140.11;0.329;0.02;0.612;569;320;569;77.337;0
572.487;23.497;-143.104;0.329;0.02;0.612;566;349;566;74.355;0
572.302;23.496;-146.099;0.325;0.02;0.608;561;367;561;71.374;0
572.117;23.495;-149.093;0.337;0.02;0.612;577;389;577;68.395;0
571.932;23.493;-152.087;0.333;0.02;0.612;572;405;572;65.418;0
571.747;23.492;-155.082;0.329;0.02;0.612;568;415;568;62.443;0
571.563;23.491;-158.076;0.38;0.016;0.624;641;421;641;59.471;0
571.378;23.489;-161.07;0.416;0.016;0.635;703;427;701;56.502;0
571.193;23.488;-164.065;0.435;0.016;0.643;743;434;742;53.536;0
571.008;23.487;-167.059;0.431;0.016;0.639;734;400;732;50.574;0
570.823;23.485;-170.053;0.443;0.016;0.643;757;372;751;47.617;0
570.639;23.483;-173.047;0.467;0.012;0.651;815;370;804;44.665;0
570.454;23.482;-176.042;0.467;0.012;0.651;816;349;798;41.721;0
570.269;23.481;-179.036;0.478;0.012;0.655;843;342;820;38.785;0
570.084;23.48;-182.03;0.49;0.012;0.659;902;350;869;35.86;0
569.899;23.479;-185.025;0.502;0.012;0.659;1028;340;889;32.948;0
569.714;23.477;-188.019;0.718;0.204;0.522;1609;443;1079;30.053;0
575.851;23.495;-137.301;0.361;0.02;0.62;611;314;611;80.332;0
575.666;23.496;-140.295;0.341;0.02;0.612;583;341;583;77.356;0
575.481;23.495;-143.289;0.337;0.02;0.612;578;369;578;74.374;0
575.296;23.495;-146.284;0.341;0.02;0.612;583;391;583;71.395;0
575.111;23.494;-149.278;0.353;0.02;0.62;605;410;605;68.417;0
574.927;23.493;-152.272;0.353;0.02;0.616;601;422;601;65.441;0
574.742;23.492;-155.266;0.349;0.02;0.616;595;431;594;62.467;0
574.557;23.491;-158.261;0.396;0.016;0.627;668;437;667;59.496;0
574.372;23.49;-161.255;0.427;0.016;0.639;724;444;720;56.528;0
574.187;23.488;-164.249;0.451;0.016;0.643;769;449;761;53.564;0
574.002;23.487;-167.244;0.447;0.016;0.643;764;407;752;50.603;0
573.818;23.485;-170.238;0.455;0.012;0.647;784;379;763;47.648;0
573.633;23.483;-173.232;0.475;0.012;0.651;833;377;800;44.698;0
573.448;23.482;-176.227;0.475;0.012;0.651;838;358;797;41.756;0
573.263;23.481;-179.221;0.486;0.012;0.655;869;353;825;38.823;0
573.078;23.48;-182.215;0.494;0.012;0.659;929;360;860;35.901;0
572.894;23.479;-185.21;0.502;0.016;0.655;1056;349;899;32.993;0
572.709;23.478;-188.204;0.725;0.212;0.518;1626;454;1105;30.103;0
578.845;23.495;-137.485;0.427;0.016;0.639;727;379;723;80.407;0
578.66;23.494;-140.48;0.4;0.016;0.631;677;402;672;77.439;0
578.475;23.493;-143.474;0.396;0.016;0.631;672;430;668;74.472;0
578.291;23.492;-146.468;0.396;0.016;0.627;667;448;661;71.508;0
578.106;23.492;-149.463;0.412;0.016;0.635;697;461;690;68.548;0
577.921;23.491;-152.457;0.408;0.016;0.635;692;473;683;65.591;0
577.736;23.49;-155.451;0.408;0.016;0.635;692;483;682;62.634;0
577.551;23.49;-158.446;0.455;0.012;0.647;777;487;765;59.672;0
577.366;23.489;-161.44;0.478;0.012;0.651;841;493;823;56.713;0
577.182;23.488;-164.434;0.49;0.012;0.655;892;496;868;53.759;0
576.997;23.486;-167.429;0.49;0.012;0.659;900;449;862;50.81;0
576.812;23.484;-170.423;0.498;0.012;0.659;940;419;892;47.867;0
576.627;23.483;-173.417;0.498;0.012;0.659;983;418;922;44.932;0
576.442;23.482;-176.411;0.498;0.012;0.659;1022;398;941;42.007;0
576.258;23.481;-179.406;0.506;0.02;0.655;1084;394;986;39.092;0
576.073;23.48;-182.4;0.522;0.031;0.643;1154;385;1036;36.192;0
575.888;23.479;-185.394;0.569;0.075;0.616;1290;393;1096;33.309;0
575.703;23.478;-188.389;0.788;0.267;0.478;1818;495;1301;30.449;0
579.067;23.48;-182.585;0.761;0.243;0.494;1725;813;1543;36.492;0
578.882;23.479;-185.579;0.796;0.275;0.475;1864;835;1628;33.63;0
578.697;23.478;-188.573;0.839;0.349;0.42;2257;855;1768;30.796;0
204.271;9.407;-106.617;0.482;0.012;0.655;865;637;861;84.959;0
204.086;10.223;-109.612;0.49;0.012;0.659;901;639;888;81.922;0
203.901;11.038;-112.606;0.635;0.133;0.573;1439;833;1418;78.886;0
207.265;9.407;-106.802;0.478;0.012;0.651;841;572;841;84.889;0
207.08;10.222;-109.796;0.49;0.012;0.655;889;572;878;81.848;0
206.895;11.038;-112.791;0.631;0.129;0.576;1428;818;1410;78.807;0
210.259;9.407;-106.987;0.498;0.012;0.659;1019;624;1019;84.925;0
210.074;10.222;-109.981;0.506;0.02;0.655;1073;645;1067;81.883;0
209.89;11.037;-112.975;0.655;0.149;0.561;1472;875;1461;78.841;0
224.282;9.662;-108.49;0.596;0.098;0.596;1354;752;1354;85.826;0
224.098;9.166;-111.484;0.639;0.137;0.573;1442;800;1442;82.876;0
227.831;11.284;-99.692;0.675;0.169;0.549;1520;645;1520;94.418;0
227.646;10.788;-102.686;0.561;0.067;0.62;1266;488;1266;91.481;0
227.462;10.291;-105.68;0.565;0.071;0.616;1279;556;1279;88.547;0
227.277;9.795;-108.675;0.58;0.082;0.608;1313;615;1313;85.615;0
227.092;9.299;-111.669;0.624;0.122;0.58;1408;671;1408;82.691;0
230.826;11.417;-99.876;0.698;0.188;0.533;1564;617;1564;93.972;0
230.641;10.921;-102.871;0.573;0.075;0.612;1295;390;1295;91.024;0
230.456;10.425;-105.865;0.565;0.071;0.62;1276;466;1276;88.076;0
230.271;9.928;-108.859;0.58;0.082;0.608;1314;553;1314;85.13;0
230.086;9.432;-111.854;0.616;0.114;0.584;1394;619;1394;82.188;0
233.635;11.054;-103.056;0.627;0.125;0.58;1417;432;1417;90.661;0
233.45;10.558;-106.05;0.576;0.082;0.612;1307;471;1307;87.704;0
233.265;10.062;-109.044;0.604;0.102;0.592;1366;574;1365;84.748;0
193.342;41.5;-234.653;0.706;0.196;0.529;1586;154;1231;34.519;0
193.158;41.5;-237.647;0.498;0.012;0.659;962;106;886;36.933;0
192.973;41.5;-240.642;0.467;0.012;0.651;813;102;739;39.427;0
192.788;41.5;-243.636;0.447;0.016;0.643;764;106;700;41.988;0
192.603;41.5;-246.63;0.498;0.012;0.659;974;176;912;44.603;0
196.337;41.5;-234.838;0.529;0.039;0.639;1179;108;805;34.63;0
196.152;41.5;-237.832;0.259;0.024;0.588;468;65;467;37.036;0
195.967;41.5;-240.826;0.165;0.027;0.565;337;65;337;39.524;0
195.782;41.5;-243.821;0.141;0.027;0.557;298;65;298;42.079;0
195.597;41.5;-246.815;0.306;0.02;0.604;534;127;534;44.689;0
199.331;41.5;-235.023;0.51;0.02;0.651;1093;109;702;34.971;0
199.146;41.5;-238.017;0.208;0.024;0.576;401;65;401;37.362;0
198.961;41.5;-241.011;0.133;0.027;0.553;282;65;282;39.834;0
198.777;41.5;-244.006;0.114;0.027;0.549;249;65;249;42.375;0
198.592;41.5;-247;0.271;0.024;0.592;486;127;486;44.971;0
202.325;41.5;-235.207;0.506;0.016;0.655;1066;108;669;35.341;0
202.141;41.5;-238.202;0.196;0.024;0.573;382;65;382;37.665;0
201.956;41.5;-241.196;0.129;0.027;0.553;273;65;273;40.079;0
201.771;41.5;-244.19;0.114;0.027;0.549;246;65;246;42.567;0
201.586;41.5;-247.185;0.271;0.024;0.592;486;127;486;45.118;0
205.32;41.5;-235.392;0.502;0.016;0.655;1052;107;648;35.244;0
205.135;41.5;-238.387;0.188;0.024;0.569;373;65;373;37.574;0
204.95;41.5;-241.381;0.125;0.027;0.553;270;65;270;39.993;0
204.765;41.5;-244.375;0.114;0.027;0.549;245;65;245;42.486;0
204.58;41.5;-247.369;0.271;0.024;0.592;486;127;486;45.041;0
208.314;41.5;-235.577;0.502;0.016;0.659;1031;106;623;35.339;0
208.129;41.5;-238.571;0.184;0.024;0.569;362;65;362;37.707;0
207.944;41.5;-241.566;0.125;0.027;0.553;268;65;268;40.132;0
207.759;41.5;-244.56;0.114;0.027;0.549;243;65;243;42.617;0
207.575;41.5;-247.554;0.271;0.024;0.592;487;127;487;45.165;0
211.308;41.5;-235.762;0.498;0.012;0.659;1009;106;599;35.595;0
211.123;41.5;-238.756;0.173;0.027;0.565;347;65;347;37.962;0
210.939;41.5;-241.75;0.122;0.027;0.549;259;65;259;40.413;0
210.754;41.5;-244.745;0.11;0.027;0.549;237;65;237;42.93;0
210.569;41.5;-247.739;0.263;0.024;0.592;473;127;473;45.483;0
214.303;41.5;-235.947;0.498;0.012;0.659;999;140;589;36.1;0
214.118;41.5;-238.941;0.173;0.027;0.565;347;102;347;38.436;0
213.933;41.5;-241.935;0.122;0.027;0.553;265;100;265;40.858;0
213.748;41.5;-244.93;0.114;0.027;0.549;245;98;245;43.353;0
213.563;41.5;-247.924;0.251;0.024;0.588;457;165;457;45.908;0
217.297;41.5;-236.132;0.498;0.012;0.659;973;157;557;35.861;0
217.112;41.5;-239.126;0.165;0.027;0.565;333;120;333;38.287;0
216.927;41.5;-242.12;0.122;0.027;0.553;265;115;265;40.789;0
216.742;41.5;-245.114;0.114;0.027;0.549;245;115;245;43.354;0
216.558;41.5;-248.109;0.231;0.024;0.58;430;169;430;45.972;0
220.291;41.5;-236.316;0.498;0.012;0.659;971;166;555;35.764;0
220.106;41.5;-239.311;0.161;0.027;0.561;330;127;330;38.184;0
219.922;41.5;-242.305;0.122;0.027;0.549;262;122;262;40.596;0
219.737;41.5;-245.299;0.114;0.027;0.549;244;122;244;43.082;0
219.552;41.5;-248.294;0.224;0.024;0.58;421;177;421;45.63;0
223.285;41.5;-236.501;0.498;0.012;0.659;966;175;557;35.315;0
223.101;41.5;-239.495;0.157;0.027;0.561;324;126;324;37.672;0
222.916;41.5;-242.49;0.122;0.027;0.553;264;124;264;40.115;0
222.731;41.5;-245.484;0.114;0.027;0.549;246;125;246;42.629;0
222.546;41.5;-248.478;0.22;0.024;0.58;417;179;417;45.203;0
226.28;41.5;-236.686;0.498;0.012;0.659;971;186;568;35.02;0
226.095;41.5;-239.68;0.157;0.027;0.561;324;127;324;37.395;0
225.91;41.5;-242.675;0.129;0.027;0.553;273;133;273;39.855;0
225.725;41.5;-245.669;0.118;0.027;0.549;255;134;255;42.385;0
225.54;41.5;-248.663;0.22;0.024;0.58;415;179;415;44.972;0
229.274;41.5;-236.871;0.514;0.024;0.651;1110;230;717;34.98;0
229.089;41.5;-239.865;0.255;0.024;0.588;467;156;442;37.358;0
228.904;41.5;-242.859;0.208;0.024;0.576;397;159;377;39.82;0
228.72;41.5;-245.854;0.192;0.024;0.573;378;167;362;42.352;0
228.535;41.5;-248.848;0.282;0.02;0.596;503;205;491;44.941;0
242.182;9.245;-110.389;0.514;0.027;0.647;1120;442;1117;83.499;0
241.997;9.034;-113.383;0.573;0.078;0.612;1296;488;1290;80.515;0
245.361;10.243;-107.579;0.549;0.055;0.627;1235;475;1233;86.478;0
245.176;10.032;-110.574;0.533;0.043;0.635;1196;416;1192;83.498;0
244.991;9.822;-113.568;0.612;0.11;0.588;1382;461;1376;80.517;0
244.806;9.611;-116.562;0.773;0.255;0.486;1762;603;1754;77.537;0
248.355;11.03;-107.764;0.804;0.282;0.467;2029;591;2026;86.574;0
248.17;10.82;-110.758;0.8;0.278;0.471;1924;520;1917;83.599;0
247.985;10.609;-113.753;0.792;0.271;0.475;1854;479;1845;80.625;0
247.801;10.398;-116.747;0.8;0.278;0.471;1964;647;1956;77.652;0
250.98;11.397;-113.937;0.847;0.365;0.408;2298;780;2290;80.84;0
93.261;6.5;-99.995;0.745;0.231;0.506;1680;941;1662;87.889;0
93.076;6.5;-102.989;0.706;0.196;0.529;1587;851;1561;84.9;0
92.891;6.5;-105.984;0.682;0.176;0.541;1536;828;1508;81.912;0
92.707;6.5;-108.978;0.675;0.169;0.549;1518;829;1487;78.924;0
92.522;6.5;-111.972;0.69;0.18;0.541;1545;872;1513;75.938;0
92.337;6.5;-114.967;0.8;0.282;0.467;2014;1100;1982;72.952;0
92.152;6.5;-117.961;0.8;0.278;0.471;1985;1066;1954;69.968;0
91.967;6.5;-120.955;0.8;0.282;0.467;2012;1065;1977;66.986;0
91.782;6.5;-123.949;0.804;0.282;0.467;2018;1043;1981;64.005;0
91.598;6.5;-126.944;0.808;0.29;0.463;2075;1033;2030;61.025;0
91.413;6.5;-129.938;0.8;0.278;0.471;1981;910;1917;58.048;0
91.228;6.5;-132.932;0.757;0.239;0.498;1707;750;1631;55.074;0
91.043;6.5;-135.927;0.776;0.255;0.486;1769;722;1671;52.102;0
90.858;6.5;-138.921;0.796;0.278;0.471;1899;724;1775;49.134;0
90.674;6.5;-141.915;0.808;0.294;0.459;2093;753;1946;46.17;0
90.489;6.5;-144.91;0.933;0.522;0.298;2622;882;2418;43.211;0
96.255;6.5;-100.18;0.569;0.075;0.616;1291;654;1276;88.087;0
96.07;6.5;-103.174;0.573;0.075;0.612;1294;653;1272;85.105;0
95.886;6.5;-106.168;0.573;0.078;0.612;1297;658;1271;82.123;0
95.701;6.5;-109.163;0.569;0.075;0.616;1289;656;1263;79.143;0
95.516;6.5;-112.157;0.565;0.071;0.616;1283;658;1255;76.164;0
95.331;6.5;-115.151;0.796;0.275;0.475;1864;1015;1835;73.186;0
95.146;6.5;-118.146;0.792;0.271;0.475;1846;973;1817;70.209;0
94.962;6.5;-121.14;0.796;0.275;0.471;1892;972;1862;67.234;0
94.777;6.5;-124.134;0.796;0.278;0.471;1899;949;1869;64.26;0
94.592;6.5;-127.129;0.8;0.278;0.471;1925;936;1890;61.289;0
94.407;6.5;-130.123;0.627;0.125;0.576;1418;590;1372;58.321;0
94.222;6.5;-133.117;0.627;0.125;0.576;1422;564;1369;55.355;0
94.037;6.5;-136.112;0.643;0.141;0.569;1450;569;1393;52.394;0
93.853;6.5;-139.106;0.667;0.161;0.553;1499;576;1436;49.437;0
93.668;6.5;-142.1;0.678;0.173;0.545;1528;583;1471;46.486;0
93.483;6.5;-145.094;0.737;0.224;0.51;1657;614;1573;43.542;0
67.028;6.5;-82.735;0.549;0.055;0.627;1235;580;1235;101.836;0
66.843;6.5;-85.73;0.545;0.051;0.631;1225;554;1225;98.846;0
66.658;6.5;-88.724;0.545;0.055;0.627;1230;557;1230;95.857;0
66.473;6.5;-91.718;0.557;0.063;0.624;1256;582;1256;92.868;0
66.289;6.5;-94.712;0.58;0.086;0.608;1318;651;1315;89.88;0
66.104;6.5;-97.707;0.761;0.243;0.494;1722;987;1713;86.893;0
65.919;6.5;-100.701;0.741;0.227;0.506;1671;965;1656;83.907;0
65.734;6.5;-103.695;0.765;0.247;0.494;1730;991;1708;80.921;0
65.549;6.5;-106.69;0.757;0.239;0.498;1711;994;1681;77.937;0
65.365;6.5;-109.684;0.745;0.231;0.506;1680;982;1646;74.955;0
65.18;6.5;-112.678;0.686;0.18;0.541;1542;851;1505;71.973;0
64.995;6.5;-115.673;0.561;0.067;0.62;1270;665;1231;68.993;0
64.81;6.5;-118.667;0.553;0.059;0.624;1250;623;1206;66.015;0
64.625;6.5;-121.661;0.553;0.063;0.624;1253;615;1207;63.04;0
64.44;6.5;-124.655;0.557;0.067;0.62;1263;614;1218;60.066;0
64.256;6.5;-127.65;0.655;0.149;0.561;1477;731;1433;57.095;0
70.022;6.5;-82.92;0.659;0.153;0.557;1483;777;1483;101.782;0
69.837;6.5;-85.914;0.608;0.11;0.592;1377;720;1377;98.79;0
69.653;6.5;-88.909;0.612;0.11;0.588;1382;725;1382;95.799;0
69.468;6.5;-91.903;0.627;0.125;0.58;1417;754;1416;92.809;0
69.283;6.5;-94.897;0.675;0.169;0.549;1514;866;1509;89.819;0
69.098;6.5;-97.892;0.784;0.263;0.482;1801;1071;1788;86.829;0
68.913;6.5;-100.886;0.773;0.255;0.486;1762;1050;1742;83.841;0
68.728;6.5;-103.88;0.776;0.259;0.486;1779;1060;1751;80.853;0
68.544;6.5;-106.875;0.78;0.263;0.482;1790;1051;1753;77.867;0
68.359;6.5;-109.869;0.776;0.259;0.486;1772;1043;1727;74.881;0
68.174;6.5;-112.863;0.769;0.251;0.49;1744;961;1694;71.896;0
67.989;6.5;-115.857;0.647;0.145;0.565;1462;819;1408;68.913;0
67.804;6.5;-118.852;0.635;0.133;0.573;1435;764;1378;65.932;0
67.62;6.5;-121.846;0.643;0.141;0.569;1454;760;1397;62.952;0
67.435;6.5;-124.84;0.655;0.149;0.561;1474;769;1420;59.974;0
67.25;6.5;-127.835;0.753;0.235;0.502;1695;844;1638;56.999;0
129.166;20.497;-230.75;0.8;0.278;0.471;1986;528;1543;29.387;0
128.981;20.497;-233.744;0.627;0.125;0.576;1420;354;1025;32.192;0
128.797;20.497;-236.738;0.518;0.027;0.647;1128;297;877;35.03;0
128.612;20.497;-239.733;0.498;0.012;0.659;968;275;802;37.884;0
128.427;20.497;-242.727;0.533;0.043;0.635;1196;416;1086;40.73;0
132.161;20.497;-230.935;0.796;0.275;0.475;1876;421;1437;28.592;0
131.976;20.497;-233.929;0.529;0.039;0.639;1174;217;787;31.421;0
131.791;20.497;-236.923;0.478;0.012;0.655;843;151;623;34.279;0
131.606;20.497;-239.918;0.4;0.016;0.631;674;129;547;37.159;0
131.421;20.497;-242.912;0.498;0.012;0.659;976;318;893;40.057;0
135.155;20.497;-231.119;0.788;0.267;0.478;1821;406;1387;27.949;0
134.97;20.497;-234.114;0.502;0.016;0.659;1039;205;653;30.836;0
134.785;20.497;-237.108;0.412;0.016;0.635;695;131;496;33.744;0
134.6;20.497;-240.102;0.318;0.02;0.608;551;114;443;36.666;0
134.416;20.497;-243.097;0.486;0.012;0.655;873;297;800;39.6;0
138.149;20.497;-231.304;0.784;0.267;0.478;1815;396;1373;27.618;0
137.964;20.497;-234.299;0.498;0.012;0.659;1026;196;649;30.537;0
137.78;20.497;-237.293;0.392;0.016;0.627;665;121;479;33.47;0
137.595;20.497;-240.287;0.294;0.02;0.6;520;104;428;36.414;0
137.41;20.497;-243.281;0.482;0.012;0.655;854;281;795;39.367;0
141.143;20.497;-231.489;0.784;0.263;0.482;1804;390;1367;27.61;0
140.959;20.497;-234.483;0.502;0.016;0.659;1035;189;662;30.53;0
140.774;20.497;-237.478;0.392;0.016;0.627;662;114;488;33.464;0
140.589;20.497;-240.472;0.29;0.02;0.6;511;98;427;36.409;0
140.404;20.497;-243.466;0.482;0.012;0.655;855;273;803;39.362;0
144.138;20.497;-231.674;0.784;0.263;0.482;1801;417;1382;27.891;0
143.953;20.497;-234.668;0.502;0.016;0.659;1037;217;675;30.809;0
143.768;20.497;-237.663;0.388;0.016;0.627;657;144;478;33.726;0
143.583;20.497;-240.657;0.275;0.02;0.596;493;125;414;36.65;0
143.399;20.497;-243.651;0.482;0.012;0.655;854;297;809;39.585;0
147.132;20.497;-231.859;0.78;0.263;0.482;1798;431;1381;28.448;0
146.947;20.497;-234.853;0.502;0.016;0.655;1047;231;674;31.328;0
146.762;20.497;-237.847;0.396;0.016;0.631;670;153;489;34.226;0
146.578;20.497;-240.842;0.286;0.02;0.596;507;140;424;37.128;0
146.393;20.497;-243.836;0.486;0.012;0.655;869;310;819;40.032;0
150.126;20.497;-232.044;0.784;0.263;0.482;1806;441;1383;29.301;0
149.942;20.497;-235.038;0.502;0.016;0.655;1049;235;664;32.105;0
149.757;20.497;-238.032;0.4;0.016;0.631;673;153;478;34.941;0
149.572;20.497;-241.026;0.294;0.02;0.6;520;144;424;37.803;0
149.387;20.497;-244.021;0.486;0.012;0.655;883;320;828;40.68;0
153.121;20.497;-232.228;0.78;0.263;0.482;1798;448;1357;28.892;0
152.936;20.497;-235.223;0.502;0.016;0.655;1044;225;651;31.801;0
152.751;20.497;-238.217;0.4;0.016;0.631;677;150;476;34.726;0
152.566;20.497;-241.211;0.302;0.02;0.604;531;142;426;37.662;0
152.381;20.497;-244.206;0.49;0.012;0.655;897;318;839;40.608;0
156.115;20.497;-232.413;0.78;0.263;0.482;1791;452;1352;28.743;0
155.93;20.497;-235.407;0.502;0.016;0.655;1046;225;658;31.666;0
155.745;20.497;-238.402;0.416;0.016;0.635;705;150;502;34.602;0
155.561;20.497;-241.396;0.325;0.02;0.608;563;142;453;37.548;0
155.376;20.497;-244.39;0.494;0.012;0.659;934;327;866;40.503;0
159.109;20.497;-232.598;0.776;0.259;0.482;1782;441;1335;28.907;0
158.924;20.497;-235.592;0.502;0.016;0.655;1045;221;660;31.815;0
158.74;20.497;-238.587;0.435;0.016;0.639;737;145;521;34.738;0
158.555;20.497;-241.581;0.349;0.02;0.616;598;137;478;37.674;0
158.37;20.497;-244.575;0.498;0.012;0.659;991;334;917;40.619;0
162.104;20.497;-232.783;0.788;0.267;0.478;1828;436;1390;29.377;0
161.919;20.497;-235.777;0.522;0.031;0.643;1150;230;771;32.243;0
161.734;20.497;-238.771;0.486;0.012;0.655;868;157;654;35.131;0
161.549;20.497;-241.766;0.435;0.016;0.643;742;137;615;38.036;0
161.364;20.497;-244.76;0.51;0.024;0.651;1109;354;1015;40.955;0
165.098;20.497;-232.968;0.8;0.278;0.471;1944;481;1519;29.205;0
164.913;20.497;-235.962;0.612;0.11;0.588;1382;272;1023;32.132;0
164.728;20.497;-238.956;0.518;0.031;0.647;1141;227;929;35.07;0
164.543;20.497;-241.951;0.502;0.012;0.659;1028;194;890;38.019;0
164.359;20.497;-244.945;0.608;0.11;0.588;1380;421;1265;40.975;0
76.463;20.497;-227.43;0.8;0.278;0.471;1906;447;1414;27.499;0
76.278;20.497;-230.425;0.667;0.161;0.553;1498;302;1043;30.441;0
76.093;20.497;-233.419;0.576;0.078;0.612;1304;241;978;33.392;0
75.909;20.497;-236.413;0.522;0.031;0.643;1153;214;962;36.352;0
75.724;20.497;-239.408;0.576;0.082;0.608;1310;301;1152;39.318;0
79.457;20.497;-227.615;0.769;0.251;0.49;1748;330;1249;28.034;0
79.273;20.497;-230.61;0.533;0.043;0.635;1191;157;740;30.925;0
79.088;20.497;-233.604;0.498;0.012;0.659;941;86;629;33.835;0
78.903;20.497;-236.598;0.447;0.016;0.643;767;66;590;36.759;0
78.718;20.497;-239.592;0.494;0.012;0.659;920;185;788;39.694;0
