X;Y;Z;R;G;B;viz100;viz50;viz100trees;treedist;t
898.162;12;-314.247;0.831;0.333;0.431;2222;597;2126;64.08;0
897.977;12;-317.242;0.792;0.271;0.475;1846;519;1762;67.019;0
897.792;12;-320.236;0.651;0.149;0.561;1470;373;1412;69.963;0
896.868;12;-335.207;0.502;0.016;0.655;1061;259;1061;84.742;0
896.683;12;-338.202;0.639;0.137;0.573;1441;421;1441;87.707;0
901.526;12;-308.443;0.922;0.498;0.314;2573;839;2436;58.437;0
901.341;12;-311.438;0.816;0.306;0.451;2139;535;2018;61.429;0
901.156;12;-314.432;0.765;0.247;0.494;1735;454;1641;64.421;0
899.677;12;-338.386;0.498;0.012;0.659;1017;226;1017;88.187;0
899.493;12;-341.381;0.678;0.169;0.545;1522;442;1522;91.138;0
905.074;12;-299.645;0.945;0.545;0.282;2687;943;2469;49.769;0
904.89;12;-302.64;0.922;0.502;0.314;2576;867;2384;52.741;0
904.705;12;-305.634;0.894;0.455;0.345;2478;793;2322;55.715;0
904.52;12;-308.628;0.804;0.286;0.467;2039;469;1917;58.693;0
904.335;12;-311.623;0.737;0.224;0.51;1653;409;1542;61.672;0
902.672;12;-338.571;0.098;0.027;0.545;214;113;214;88.544;0
902.487;12;-341.566;0.588;0.094;0.6;1339;420;1339;91.533;0
908.438;12;-293.842;0.925;0.514;0.306;2603;962;2361;44.381;0
908.254;12;-296.836;0.906;0.475;0.333;2519;887;2286;47.311;0
908.069;12;-299.83;0.894;0.447;0.349;2467;820;2255;50.249;0
907.884;12;-302.824;0.867;0.4;0.384;2374;747;2195;53.194;0
907.699;12;-305.819;0.8;0.278;0.471;1964;439;1823;56.144;0
907.514;12;-308.813;0.718;0.204;0.522;1610;403;1492;59.1;0
905.666;12;-338.756;0.259;0.024;0.592;471;256;471;88.818;0
911.987;12;-285.043;0.941;0.537;0.286;2670;949;2331;36.456;0
911.802;12;-288.038;0.914;0.49;0.322;2553;907;2255;39.325;0
911.618;12;-291.032;0.898;0.455;0.345;2482;877;2211;42.212;0
911.433;12;-294.026;0.875;0.412;0.376;2396;841;2150;45.106;0
911.248;12;-297.021;0.851;0.373;0.404;2310;776;2115;48.001;0
911.063;12;-300.015;0.839;0.353;0.416;2269;734;2086;50.901;0
910.878;12;-303.009;0.796;0.278;0.471;1899;429;1745;53.81;0
910.693;12;-306.004;0.702;0.192;0.529;1576;387;1437;56.729;0
908.845;12;-335.947;0.204;0.024;0.573;392;262;392;86.223;0
915.351;12;-279.24;0.961;0.573;0.259;2793;886;2429;30.814;0
915.166;12;-282.234;0.929;0.518;0.302;2615;885;2258;33.554;0
914.981;12;-285.228;0.902;0.467;0.337;2501;865;2180;36.334;0
914.797;12;-288.223;0.871;0.408;0.376;2389;838;2090;39.147;0
914.612;12;-291.217;0.851;0.373;0.404;2315;799;2051;41.986;0
914.427;12;-294.211;0.835;0.345;0.424;2248;760;2024;44.846;0
914.242;12;-297.205;0.824;0.325;0.439;2194;729;1994;47.723;0
914.057;12;-300.2;0.796;0.275;0.475;1884;436;1722;50.614;0
913.873;12;-303.194;0.71;0.196;0.529;1589;384;1449;53.518;0
912.024;12;-333.137;0.208;0.024;0.576;399;272;399;82.822;0
918.345;12;-279.425;0.957;0.569;0.263;2772;849;2403;29.688;0
918.161;12;-282.419;0.91;0.482;0.325;2538;836;2204;32.523;0
917.976;12;-285.413;0.871;0.412;0.376;2391;804;2091;35.385;0
917.791;12;-288.407;0.847;0.365;0.412;2291;779;2012;38.267;0
917.606;12;-291.402;0.827;0.325;0.435;2204;736;1951;41.167;0
917.421;12;-294.396;0.82;0.314;0.443;2167;710;1947;44.08;0
917.236;12;-297.39;0.792;0.275;0.475;1860;433;1674;47.004;0
917.052;12;-300.385;0.725;0.212;0.518;1624;379;1461;49.937;0
915.203;12;-330.328;0.212;0.024;0.576;404;282;404;79.368;0
921.34;12;-279.609;0.957;0.565;0.267;2749;810;2425;28.832;0
921.155;12;-282.604;0.894;0.455;0.345;2478;784;2173;31.743;0
920.97;12;-285.598;0.859;0.388;0.392;2343;752;2054;34.668;0
920.785;12;-288.592;0.827;0.329;0.435;2211;726;1939;37.597;0
920.6;12;-291.587;0.816;0.306;0.451;2144;702;1909;40.529;0
920.416;12;-294.581;0.788;0.271;0.478;1838;432;1636;43.463;0
920.231;12;-297.575;0.729;0.216;0.514;1635;375;1453;46.394;0
918.383;12;-327.518;0.212;0.024;0.576;404;283;404;75.992;0
924.334;12;-279.794;0.961;0.576;0.259;2794;780;2474;28.195;0
924.149;12;-282.788;0.894;0.455;0.345;2481;742;2192;31.124;0
923.964;12;-285.783;0.847;0.365;0.412;2294;715;2030;34.062;0
923.78;12;-288.777;0.816;0.31;0.451;2146;690;1901;37.009;0
923.595;12;-291.771;0.784;0.263;0.478;1808;432;1568;39.965;0
923.41;12;-294.766;0.729;0.216;0.514;1636;375;1433;42.926;0
921.562;12;-324.709;0.212;0.024;0.576;403;284;403;72.705;0
927.328;12;-279.979;0.965;0.58;0.259;2819;755;2521;27.684;0
927.143;12;-282.973;0.894;0.455;0.345;2481;707;2203;30.658;0
926.959;12;-285.968;0.831;0.333;0.431;2225;683;1977;33.637;0
926.774;12;-288.962;0.784;0.263;0.482;1807;460;1591;36.619;0
926.589;12;-291.956;0.729;0.216;0.518;1633;377;1431;39.603;0
924.741;12;-321.899;0.216;0.024;0.576;410;290;410;69.456;0
930.323;12;-280.164;0.969;0.588;0.251;2884;728;2555;27.489;0
930.138;12;-283.158;0.898;0.463;0.341;2495;671;2208;30.482;0
929.953;12;-286.152;0.8;0.278;0.471;1999;511;1743;33.476;0
929.768;12;-289.147;0.725;0.212;0.518;1629;382;1426;36.471;0
927.92;12;-319.09;0.22;0.024;0.58;416;292;416;66.03;0
933.317;12;-280.349;0.969;0.588;0.251;2928;735;2575;27.149;0
933.132;12;-283.343;0.906;0.475;0.329;2522;648;2211;30.071;0
932.947;12;-286.337;0.784;0.263;0.482;1800;384;1533;33.007;0
931.099;12;-316.28;0.224;0.024;0.58;422;293;422;62.617;0
936.311;12;-280.533;0.969;0.588;0.251;2943;737;2606;26.646;0
936.126;12;-283.528;0.816;0.31;0.451;2147;411;1833;29.618;0
934.278;12;-313.471;0.227;0.024;0.58;425;290;425;59.3;0
939.305;12;-280.718;0.941;0.537;0.286;2664;546;2357;26.326;0
937.457;12;-310.661;0.227;0.024;0.58;429;281;429;56.107;0
942.3;12;-280.903;0.918;0.494;0.318;2560;484;2235;26.212;0
940.636;12;-307.852;0.231;0.024;0.58;431;273;431;53.061;0
945.294;12;-281.088;0.886;0.439;0.357;2452;473;2122;26.44;0
943.816;12;-305.042;0.239;0.024;0.584;441;262;441;50.19;0
948.288;12;-281.273;0.871;0.408;0.376;2390;468;2045;27.002;0
946.995;12;-302.233;0.251;0.024;0.588;461;258;459;47.524;0
951.283;12;-281.458;0.859;0.384;0.396;2339;485;2013;27.538;0
950.174;12;-299.423;0.271;0.024;0.592;487;252;486;45.1;0
954.277;12;-281.642;0.839;0.353;0.416;2269;489;1952;27.065;0
954.092;12;-284.637;0.702;0.192;0.529;1578;259;1327;30.047;0
953.353;12;-296.614;0.29;0.02;0.6;513;239;507;42;0
957.271;12;-281.827;0.847;0.361;0.412;2289;591;1986;26.921;0
957.086;12;-284.821;0.773;0.255;0.486;1762;315;1477;29.917;0
956.902;12;-287.816;0.549;0.059;0.627;1242;180;1015;32.914;0
956.532;12;-293.804;0.329;0.02;0.612;567;232;552;38.909;0
960.266;12;-282.012;0.835;0.341;0.427;2240;604;1948;27.09;0
960.081;12;-285.006;0.796;0.275;0.471;1888;432;1608;30.056;0
959.896;12;-288.001;0.62;0.122;0.584;1404;260;1162;32.994;0
959.711;12;-290.995;0.537;0.047;0.635;1204;327;1005;35.941;0
963.26;12;-282.197;0.827;0.325;0.435;2199;621;1926;26.664;0
963.075;12;-285.191;0.8;0.278;0.471;1937;492;1674;29.634;0
962.89;12;-288.185;0.765;0.247;0.494;1731;449;1481;32.609;0
966.254;12;-282.382;0.824;0.322;0.439;2184;662;1904;26.528;0
966.069;12;-285.376;0.816;0.306;0.451;2141;587;1896;29.512;0
969.249;12;-282.566;0.859;0.388;0.392;2348;740;2092;26.731;0
886.553;47.5;-323.802;0.808;0.294;0.459;2091;360;1994;79.528;0
889.732;47.5;-320.992;0.82;0.318;0.443;2174;348;2051;76.906;0
889.547;47.5;-323.987;0.522;0.035;0.643;1158;190;1085;79.645;0
889.362;47.5;-326.981;0.486;0.012;0.655;872;200;872;82.402;0
892.911;47.5;-318.183;0.835;0.345;0.424;2246;340;2092;74.189;0
892.726;47.5;-321.177;0.525;0.035;0.643;1161;151;1064;76.98;0
892.542;47.5;-324.172;0.404;0.016;0.631;679;155;679;79.786;0
892.357;47.5;-327.166;0.392;0.016;0.627;664;161;664;82.606;0
892.172;47.5;-330.16;0.475;0.012;0.651;833;165;833;85.389;0
896.09;47.5;-315.373;0.851;0.373;0.404;2312;372;2142;71.287;0
895.906;47.5;-318.368;0.533;0.043;0.635;1195;162;1087;74.066;0
895.721;47.5;-321.362;0.388;0.016;0.627;657;158;657;76.862;0
895.536;47.5;-324.356;0.357;0.02;0.62;609;153;609;79.672;0
895.351;47.5;-327.351;0.349;0.02;0.616;598;148;598;82.496;0
895.166;47.5;-330.345;0.369;0.016;0.62;623;143;623;85.332;0
894.981;47.5;-333.339;0.463;0.012;0.647;800;139;800;88.179;0
899.269;47.5;-312.564;0.871;0.412;0.376;2391;422;2207;68.525;0
899.085;47.5;-315.558;0.541;0.051;0.631;1219;173;1097;71.286;0
898.9;47.5;-318.553;0.38;0.016;0.624;644;169;644;74.065;0
898.715;47.5;-321.547;0.345;0.02;0.616;593;164;593;76.861;0
898.53;47.5;-324.541;0.329;0.02;0.612;568;159;568;79.671;0
898.345;47.5;-327.536;0.325;0.02;0.608;561;154;561;82.495;0
898.161;47.5;-330.53;0.329;0.02;0.612;566;149;566;85.331;0
897.976;47.5;-333.524;0.353;0.02;0.62;605;143;605;88.178;0
897.791;47.5;-336.518;0.451;0.016;0.647;775;137;775;91.035;0
902.449;47.5;-309.755;0.902;0.463;0.337;2500;504;2304;65.921;0
902.264;47.5;-312.749;0.549;0.055;0.627;1235;185;1104;68.655;0
902.079;47.5;-315.743;0.376;0.016;0.624;635;181;635;71.411;0
901.894;47.5;-318.737;0.337;0.02;0.612;581;176;581;74.185;0
901.709;47.5;-321.732;0.318;0.02;0.608;553;171;553;76.977;0
901.525;47.5;-324.726;0.31;0.02;0.604;538;165;538;79.783;0
901.34;47.5;-327.72;0.302;0.02;0.604;531;160;531;82.603;0
901.155;47.5;-330.715;0.31;0.02;0.604;538;154;538;85.436;0
900.97;47.5;-333.709;0.314;0.02;0.608;546;148;546;88.279;0
900.785;47.5;-336.703;0.345;0.02;0.616;589;142;589;91.133;0
900.6;47.5;-339.698;0.431;0.016;0.639;735;136;735;93.995;0
905.443;47.5;-309.939;0.561;0.067;0.62;1267;197;1132;66.192;0
905.258;47.5;-312.934;0.369;0.016;0.624;626;193;626;68.915;0
905.073;47.5;-315.928;0.329;0.02;0.612;569;188;569;71.661;0
904.888;47.5;-318.922;0.31;0.02;0.604;543;183;543;74.426;0
904.704;47.5;-321.917;0.298;0.02;0.6;525;177;525;77.209;0
904.519;47.5;-324.911;0.294;0.02;0.6;519;172;519;80.007;0
904.334;47.5;-327.905;0.286;0.02;0.596;506;166;506;82.82;0
904.149;47.5;-330.899;0.286;0.02;0.596;507;159;507;85.645;0
903.964;47.5;-333.894;0.29;0.02;0.6;513;153;513;88.482;0
903.78;47.5;-336.888;0.306;0.02;0.604;533;147;533;91.329;0
903.595;47.5;-339.882;0.329;0.02;0.612;566;140;566;94.186;0
908.622;47.5;-307.13;0.584;0.086;0.604;1325;209;1192;63.916;0
908.437;47.5;-310.124;0.361;0.02;0.62;613;205;613;66.597;0
908.252;47.5;-313.118;0.322;0.02;0.608;558;200;558;69.305;0
908.068;47.5;-316.113;0.306;0.02;0.604;537;195;537;72.036;0
907.883;47.5;-319.107;0.294;0.02;0.6;519;189;519;74.787;0
907.698;47.5;-322.101;0.282;0.02;0.596;505;184;505;77.557;0
907.513;47.5;-325.096;0.282;0.02;0.596;501;178;501;80.343;0
907.328;47.5;-328.09;0.275;0.02;0.596;493;171;493;83.144;0
907.143;47.5;-331.084;0.271;0.024;0.592;489;165;489;85.959;0
906.959;47.5;-334.079;0.271;0.024;0.592;485;158;485;88.786;0
906.774;47.5;-337.073;0.282;0.02;0.596;502;151;502;91.623;0
911.801;47.5;-304.32;0.592;0.094;0.6;1345;218;1211;61.848;0
911.616;47.5;-307.315;0.361;0.02;0.62;611;217;611;64.475;0
911.432;47.5;-310.309;0.314;0.02;0.604;545;212;545;67.134;0
911.247;47.5;-313.303;0.302;0.02;0.604;527;207;527;69.821;0
911.062;47.5;-316.298;0.286;0.02;0.6;510;201;510;72.532;0
910.877;47.5;-319.292;0.275;0.02;0.596;494;196;494;75.266;0
910.692;47.5;-322.286;0.275;0.02;0.596;491;190;491;78.018;0
910.507;47.5;-325.28;0.271;0.024;0.592;485;183;485;80.789;0
910.323;47.5;-328.275;0.263;0.024;0.592;477;177;477;83.575;0
910.138;47.5;-331.269;0.263;0.024;0.592;476;170;476;86.376;0
909.953;47.5;-334.263;0.263;0.024;0.592;473;163;473;89.183;0
914.98;47.5;-301.511;0.6;0.102;0.596;1358;220;1225;58.815;0
914.795;47.5;-304.505;0.345;0.02;0.616;593;220;593;61.426;0
914.611;47.5;-307.499;0.302;0.02;0.604;527;220;527;64.069;0
914.426;47.5;-310.494;0.29;0.02;0.6;512;219;512;66.722;0
914.241;47.5;-313.488;0.278;0.02;0.596;495;213;495;69.388;0
914.056;47.5;-316.482;0.267;0.024;0.592;482;208;482;72.08;0
913.871;47.5;-319.477;0.263;0.024;0.592;478;202;478;74.795;0
913.687;47.5;-322.471;0.259;0.024;0.592;472;195;472;77.531;0
913.502;47.5;-325.465;0.259;0.024;0.588;469;189;469;80.287;0
913.317;47.5;-328.46;0.255;0.024;0.588;465;182;465;83.059;0
913.132;47.5;-331.454;0.251;0.024;0.588;461;175;461;85.846;0
918.159;47.5;-298.701;0.604;0.106;0.592;1373;220;1247;55.558;0
917.975;47.5;-301.696;0.333;0.02;0.612;575;220;575;58.16;0
917.79;47.5;-304.69;0.278;0.02;0.596;495;220;495;60.8;0
917.605;47.5;-307.684;0.267;0.024;0.592;483;220;483;63.467;0
917.42;47.5;-310.679;0.255;0.024;0.588;466;220;466;66.141;0
917.235;47.5;-313.673;0.255;0.024;0.588;465;220;465;68.83;0
917.05;47.5;-316.667;0.251;0.024;0.588;462;214;462;71.543;0
916.866;47.5;-319.662;0.251;0.024;0.588;460;207;460;74.278;0
916.681;47.5;-322.656;0.247;0.024;0.588;453;201;453;77.032;0
916.496;47.5;-325.65;0.247;0.024;0.588;452;194;452;79.805;0
916.311;47.5;-328.644;0.247;0.024;0.588;453;187;453;82.593;0
921.339;47.5;-295.892;0.592;0.094;0.6;1346;220;1223;52.442;0
921.154;47.5;-298.886;0.318;0.02;0.608;549;220;549;55.028;0
920.969;47.5;-301.881;0.255;0.024;0.588;463;220;463;57.655;0
920.784;47.5;-304.875;0.243;0.024;0.584;449;220;449;60.316;0
920.599;47.5;-307.869;0.239;0.024;0.584;442;220;442;63.003;0
920.414;47.5;-310.863;0.235;0.024;0.584;435;220;435;65.693;0
920.23;47.5;-313.858;0.235;0.024;0.584;438;220;438;68.398;0
920.045;47.5;-316.852;0.231;0.024;0.58;432;219;432;71.128;0
919.86;47.5;-319.846;0.235;0.024;0.584;436;213;436;73.878;0
919.675;47.5;-322.841;0.235;0.024;0.584;438;206;438;76.647;0
919.49;47.5;-325.835;0.235;0.024;0.584;436;199;436;79.433;0
924.518;47.5;-293.082;0.576;0.082;0.608;1311;217;1192;49.394;0
924.333;47.5;-296.077;0.294;0.02;0.6;519;220;519;51.975;0
924.148;47.5;-299.071;0.227;0.024;0.58;426;220;426;54.599;0
923.963;47.5;-302.065;0.22;0.024;0.58;416;220;416;57.26;0
923.778;47.5;-305.06;0.212;0.024;0.576;406;220;406;59.953;0
923.594;47.5;-308.054;0.212;0.024;0.576;407;220;407;62.674;0
923.409;47.5;-311.048;0.212;0.024;0.576;405;220;405;65.379;0
923.224;47.5;-314.043;0.212;0.024;0.576;407;220;407;68.097;0
923.039;47.5;-317.037;0.212;0.024;0.576;406;220;406;70.838;0
922.854;47.5;-320.031;0.216;0.024;0.576;411;218;411;73.599;0
922.669;47.5;-323.025;0.216;0.024;0.576;409;211;409;76.378;0
927.697;47.5;-290.273;0.561;0.067;0.62;1272;205;1158;46.296;0
927.512;47.5;-293.267;0.255;0.024;0.588;466;212;466;48.857;0
927.327;47.5;-296.262;0.196;0.024;0.573;384;219;384;51.465;0
927.142;47.5;-299.256;0.192;0.024;0.573;374;220;374;54.113;0
926.957;47.5;-302.25;0.188;0.024;0.569;373;220;373;56.797;0
926.773;47.5;-305.244;0.188;0.024;0.569;371;220;371;59.511;0
926.588;47.5;-308.239;0.192;0.024;0.573;376;220;376;62.251;0
926.403;47.5;-311.233;0.192;0.024;0.573;376;220;376;65.014;0
926.218;47.5;-314.227;0.196;0.024;0.573;379;220;379;67.797;0
926.033;47.5;-317.222;0.196;0.024;0.573;380;220;380;70.59;0
925.849;47.5;-320.216;0.196;0.024;0.573;382;219;382;73.383;0
930.876;47.5;-287.463;0.529;0.039;0.639;1179;193;1074;43.392;0
930.691;47.5;-290.458;0.22;0.024;0.576;413;200;409;45.919;0
930.506;47.5;-293.452;0.161;0.027;0.561;328;207;328;48.499;0
930.321;47.5;-296.446;0.157;0.027;0.561;322;213;322;51.126;0
930.137;47.5;-299.441;0.157;0.027;0.561;324;220;324;53.791;0
929.952;47.5;-302.435;0.165;0.027;0.565;335;220;335;56.49;0
929.767;47.5;-305.429;0.169;0.027;0.565;338;220;338;59.218;0
929.582;47.5;-308.424;0.173;0.027;0.565;346;220;346;61.971;0
929.397;47.5;-311.418;0.173;0.027;0.565;346;220;346;64.746;0
929.213;47.5;-314.412;0.176;0.027;0.565;352;220;352;67.54;0
929.028;47.5;-317.406;0.176;0.027;0.569;354;220;354;70.338;0
934.055;47.5;-284.654;0.525;0.039;0.639;1172;181;1074;40.724;0
933.87;47.5;-287.648;0.18;0.027;0.569;359;188;353;43.198;0
933.685;47.5;-290.643;0.114;0.027;0.549;247;195;247;45.736;0
933.501;47.5;-293.637;0.118;0.027;0.549;252;201;252;48.326;0
933.316;47.5;-296.631;0.129;0.027;0.553;274;208;274;50.961;0
933.131;47.5;-299.625;0.133;0.027;0.553;286;214;286;53.635;0
932.946;47.5;-302.62;0.141;0.027;0.557;296;219;296;56.341;0
932.761;47.5;-305.614;0.145;0.027;0.557;305;220;305;59.076;0
932.576;47.5;-308.608;0.149;0.027;0.561;312;220;312;61.835;0
932.392;47.5;-311.603;0.153;0.027;0.561;315;220;315;64.616;0
932.207;47.5;-314.597;0.157;0.027;0.561;323;220;323;67.413;0
937.234;47.5;-281.845;0.537;0.047;0.635;1208;169;1114;38.341;0
937.049;47.5;-284.839;0.188;0.024;0.569;371;176;367;40.739;0
936.864;47.5;-287.833;0.122;0.027;0.549;259;183;259;43.212;0
936.68;47.5;-290.827;0.102;0.027;0.545;220;189;220;45.749;0
936.495;47.5;-293.822;0.102;0.027;0.545;220;196;220;48.338;0
936.31;47.5;-296.816;0.102;0.027;0.545;226;202;226;50.973;0
936.125;47.5;-299.81;0.114;0.027;0.549;244;207;244;53.646;0
935.94;47.5;-302.805;0.122;0.027;0.549;259;213;259;56.352;0
935.756;47.5;-305.799;0.125;0.027;0.553;266;218;266;59.086;0
935.571;47.5;-308.793;0.129;0.027;0.553;279;219;279;61.845;0
935.386;47.5;-311.788;0.133;0.027;0.553;285;219;285;64.626;0
940.413;47.5;-279.035;0.545;0.051;0.631;1224;157;1135;36.299;0
940.228;47.5;-282.029;0.204;0.024;0.573;391;164;387;38.591;0
940.044;47.5;-285.024;0.125;0.027;0.553;266;171;266;40.974;0
939.859;47.5;-288.018;0.102;0.027;0.545;220;177;220;43.434;0
939.674;47.5;-291.012;0.102;0.027;0.545;220;184;220;45.958;0
939.489;47.5;-294.007;0.102;0.027;0.545;220;190;220;48.537;0
939.304;47.5;-297.001;0.102;0.027;0.545;220;195;220;51.161;0
939.12;47.5;-299.995;0.102;0.027;0.545;220;201;220;53.825;0
938.935;47.5;-302.989;0.102;0.027;0.545;223;206;223;56.522;0
938.75;47.5;-305.984;0.106;0.027;0.545;234;211;234;59.249;0
938.565;47.5;-308.978;0.114;0.027;0.549;249;215;249;62;0
943.592;47.5;-276.226;0.553;0.059;0.624;1249;148;1158;34.658;0
943.408;47.5;-279.22;0.216;0.024;0.576;412;152;406;36.808;0
943.223;47.5;-282.214;0.125;0.027;0.553;271;159;271;39.07;0
943.038;47.5;-285.208;0.102;0.027;0.545;220;165;220;41.426;0
942.853;47.5;-288.203;0.102;0.027;0.545;220;172;220;43.86;0
942.668;47.5;-291.197;0.102;0.027;0.545;220;178;220;46.361;0
942.483;47.5;-294.191;0.102;0.027;0.545;220;183;220;48.919;0
942.299;47.5;-297.186;0.102;0.027;0.545;220;189;220;51.524;0
942.114;47.5;-300.18;0.102;0.027;0.545;220;194;220;54.169;0
941.929;47.5;-303.174;0.102;0.027;0.545;220;199;220;56.85;0
941.744;47.5;-306.169;0.102;0.027;0.545;220;203;220;59.562;0
946.771;47.5;-273.416;0.796;0.275;0.475;1884;180;1676;33.477;0
946.587;47.5;-276.41;0.349;0.02;0.616;594;141;583;35.445;0
946.402;47.5;-279.405;0.133;0.027;0.553;283;147;283;37.55;0
946.217;47.5;-282.399;0.102;0.027;0.545;220;153;220;39.77;0
946.032;47.5;-285.393;0.102;0.027;0.545;220;160;220;42.087;0
945.847;47.5;-288.388;0.102;0.027;0.545;220;166;220;44.477;0
945.663;47.5;-291.382;0.102;0.027;0.545;220;171;220;46.863;0
945.478;47.5;-294.376;0.102;0.027;0.545;220;177;220;49.317;0
945.293;47.5;-297.37;0.102;0.027;0.545;220;182;220;51.827;0
945.108;47.5;-300.365;0.102;0.027;0.545;220;187;220;54.388;0
944.923;47.5;-303.359;0.102;0.027;0.545;220;191;220;56.991;0
949.581;47.5;-276.595;0.549;0.055;0.627;1236;176;1104;36.056;0
949.396;47.5;-279.589;0.224;0.024;0.58;419;142;409;38.027;0
949.211;47.5;-282.584;0.102;0.027;0.545;220;148;220;40.124;0
949.027;47.5;-285.578;0.102;0.027;0.545;220;154;220;42.331;0
948.842;47.5;-288.572;0.102;0.027;0.545;220;159;220;44.63;0
948.657;47.5;-291.567;0.102;0.027;0.545;220;165;220;47.009;0
948.472;47.5;-294.561;0.102;0.027;0.545;220;170;220;49.455;0
948.287;47.5;-297.555;0.102;0.027;0.545;220;175;220;51.959;0
948.102;47.5;-300.55;0.102;0.027;0.545;220;179;220;54.513;0
947.918;47.5;-303.544;0.498;0.012;0.659;939;487;939;57.111;0
952.39;47.5;-279.774;0.541;0.051;0.631;1218;175;1067;38.44;0
952.206;47.5;-282.769;0.227;0.024;0.58;424;143;411;40.517;0
952.021;47.5;-285.763;0.102;0.027;0.545;220;148;220;42.703;0
951.836;47.5;-288.757;0.102;0.027;0.545;220;153;220;44.984;0
951.651;47.5;-291.752;0.102;0.027;0.545;220;158;220;47.344;0
951.466;47.5;-294.746;0.102;0.027;0.545;220;163;220;49.774;0
951.282;47.5;-297.74;0.102;0.027;0.545;220;167;220;52.263;0
951.097;47.5;-300.734;0.435;0.016;0.639;741;332;741;54.803;0
955.2;47.5;-282.953;0.529;0.039;0.639;1183;179;1044;41.125;0
955.015;47.5;-285.948;0.231;0.024;0.58;431;142;418;43.281;0
954.83;47.5;-288.942;0.102;0.027;0.545;220;147;220;45.532;0
954.645;47.5;-291.936;0.102;0.027;0.545;220;152;220;47.866;0
954.461;47.5;-294.931;0.102;0.027;0.545;220;156;220;50.27;0
954.276;47.5;-297.925;0.384;0.016;0.627;650;263;650;52.736;0
958.009;47.5;-286.133;0.533;0.043;0.635;1197;183;1040;43.552;0
957.825;47.5;-289.127;0.227;0.024;0.58;429;141;415;45.759;0
957.64;47.5;-292.121;0.102;0.027;0.545;220;145;220;48.051;0
957.455;47.5;-295.115;0.369;0.016;0.624;627;256;627;50.418;0
960.819;47.5;-289.312;0.525;0.035;0.643;1164;178;1000;45.493;0
960.634;47.5;-292.306;0.447;0.016;0.643;762;233;743;47.799;0
554.891;23.497;-136.007;0.553;0.059;0.624;1247;260;1244;80.687;0
554.706;23.496;-139.001;0.565;0.071;0.62;1276;279;1273;77.75;0
554.521;23.495;-141.996;0.576;0.078;0.612;1304;292;1296;74.818;0
554.336;23.493;-144.99;0.588;0.09;0.604;1335;302;1326;71.892;0
554.151;23.492;-147.984;0.596;0.098;0.596;1356;313;1345;68.972;0
553.966;23.491;-150.978;0.608;0.11;0.592;1377;327;1361;66.048;0
553.782;23.489;-153.973;0.62;0.122;0.58;1405;338;1381;63.11;0
553.597;23.488;-156.967;0.659;0.153;0.557;1485;349;1449;60.179;0
553.412;23.487;-159.961;0.694;0.184;0.537;1560;359;1512;57.254;0
553.227;23.485;-162.956;0.733;0.22;0.514;1646;370;1567;54.337;0
553.042;23.484;-165.95;0.757;0.239;0.498;1708;380;1610;51.43;0
552.858;23.483;-168.944;0.761;0.243;0.494;1721;390;1592;48.535;0
552.673;23.481;-171.939;0.78;0.263;0.482;1794;396;1639;45.653;0
552.488;23.48;-174.933;0.796;0.275;0.475;1872;399;1693;42.787;0
552.303;23.478;-177.927;0.8;0.278;0.471;1942;403;1731;39.914;0
552.118;23.477;-180.921;0.8;0.282;0.467;2014;405;1755;37.062;0
551.933;23.476;-183.916;0.82;0.314;0.447;2158;405;1788;34.235;0
551.749;23.474;-186.91;0.918;0.494;0.318;2561;474;1935;31.44;0
557.885;23.497;-136.192;0.459;0.012;0.647;793;163;793;80.603;0
557.7;23.496;-139.186;0.467;0.012;0.651;807;175;807;77.637;0
557.515;23.495;-142.18;0.471;0.012;0.651;821;187;820;74.673;0
557.33;23.494;-145.175;0.478;0.012;0.655;843;198;841;71.711;0
557.146;23.492;-148.169;0.482;0.012;0.655;862;207;859;68.754;0
556.961;23.491;-151.163;0.486;0.012;0.655;879;219;873;65.8;0
556.776;23.49;-154.158;0.49;0.012;0.655;894;229;885;62.85;0
556.591;23.488;-157.152;0.498;0.012;0.659;970;240;960;59.906;0
556.406;23.487;-160.146;0.502;0.016;0.659;1039;248;1023;56.967;0
556.221;23.486;-163.14;0.514;0.024;0.651;1114;257;1092;54.035;0
556.037;23.485;-166.135;0.522;0.031;0.643;1150;261;1111;51.111;0
555.852;23.483;-169.129;0.525;0.035;0.643;1167;264;1122;48.176;0
555.667;23.482;-172.123;0.545;0.055;0.631;1228;258;1174;45.237;0
555.482;23.48;-175.118;0.569;0.075;0.616;1291;263;1217;42.305;0
555.297;23.479;-178.112;0.588;0.094;0.6;1339;262;1254;39.382;0
555.113;23.478;-181.106;0.608;0.11;0.588;1379;254;1273;36.47;0
554.928;23.476;-184.101;0.69;0.18;0.541;1548;248;1303;33.573;0
554.743;23.475;-187.095;0.808;0.29;0.463;2069;347;1472;30.696;0
560.879;23.496;-136.377;0.29;0.02;0.6;513;177;513;80.511;0
560.694;23.496;-139.371;0.286;0.02;0.596;507;200;507;77.541;0
560.51;23.496;-142.365;0.282;0.02;0.596;502;215;502;74.574;0
560.325;23.494;-145.359;0.282;0.02;0.596;504;229;504;71.608;0
560.14;23.493;-148.354;0.286;0.02;0.6;509;242;509;68.646;0
559.955;23.492;-151.348;0.286;0.02;0.6;509;258;509;65.687;0
559.77;23.49;-154.342;0.286;0.02;0.6;509;269;509;62.717;0
